load_date,version,year,timeframe,reporting level,month,region,kpi_text,market_type_text,bu,bu_text,leg_cat,leg_cat_text,country,country_text,brand_text,brand_segment_text,sub_category_text,bsp,bsp_text,area,Act,act_ytd,py,py_ytd,rf,rf_ytd,ac
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,HQ,Operating Income,Emerging Markets,DACHBU2,DACH,MEALS,Meals,CL,Chile,Chips Ahoy!,Sweet Biscuit,Biscuits,BSP_06_945_050,Milka Bars,BRAZIL,8.11,46.36,45.45,63.01,37.01,77.04,75.46
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,LA,Volume (MM) Kgs,Emerging Markets,GCNTOT2,Total China,BEVERAGES,Beverages,ZA,South Africa,Miscellaneous Candy,Candy Other,Candy,EUBIBI55K,Other NUTRITIONAL BARS,ITTOT2,1.96,4.19,2.27,15.75,22.4,0.7,33.13
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,HQ,Gross Profit (MM) Kgs,Developed Markets,MENAP2,MENAP,NO_CATEGORY,No Category,CH,Switzerland,Freia/Marabou,Chocolate Other,Chocolate,EUBIBI7HC,OVH OTHER BISCUITS,DACHBU2,41.74,34.69,10.08,45.85,86.16,20.49,62.29
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,AMEA,Net Revenue,Developed Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,BEVERAGES,Beverages,NI,Nicaragua,Barny,Cakes,Cakes and Pastries,EUBIBI6DA,LU Fanipala,SWACAM2,192.27,71.66,189.14,132.27,46.5,246.01,85.69
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Gross Profit (MM) Kgs,Developed Markets,FRBU2,France,PLANNING ADJ,Planning Adj,CA,Canada,Oreo,Sweet Biscuit,Biscuits,EUBIBI9ZZ,Cadbury Soft Cakes,EST2,62.09,53.42,32.03,47.05,44.55,34.57,46.64
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,HQ,Volume (MM) Kgs,Emerging Markets,WACAMMKTS2,WACAM,MEALS,Meals,DOR,Dominican Republic,Cote d'Or,Chocolate Other,Chocolate,EUBIBI55F,Cadbury Chocolate Biscuits,CANADA,14.13,23.5,17.13,11.8,28.54,21.09,31.25
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,LA,Net Revenue,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,MX,Mexico,Enjoy Life,Biscuit Other,Biscuits,EUBIBI9BW,Ritz Harverst,FRBU2,37.01,84.27,295.18,296.18,208.86,184.11,58.22
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Net Revenue,Developed Markets,SEA2,SEA,CANDY,Candy,LAC,Exp LA to Caribbean,Captains Table,Savory Biscuit,Biscuits,BSP_06_115_470,Miscellaneous Chocolate,AMEA ALL OTHER & HQ,304.58,152.9,397.4,85.06,214.73,81.11,321.22
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Net Revenue,Emerging Markets,SSA2,SSA,NO_CATEGORY,No Category,SI,Slovenia,Miscellaneous Biscuit,Biscuit Other,Biscuits,EUBIBI5SA,Chipster Extruded/Sav,EUEXPTT2,252.01,284.8,298.85,100.22,274.01,265.95,164.52
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,EU,Gross Profit (MM) Kgs,Developed Markets,UKIEBU2,UKI,NO_CATEGORY,No Category,ES,Spain,Snackwell,Biscuit Other,Biscuits,BSP_06_945_050,Milka Bars,SOUTHERN CONE,63.1,28.09,34.82,30.22,15.75,35.04,51.02
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,HQ,Operating Income,Developed Markets,CANADA,Canada,CANDY,Candy,AAO,AMEA All Other,Barny,Cakes,Cakes and Pastries,EUBIBI6BA,CRACKERS SAIWA - CRACKERS/SAV,ANZ & JAPAN,21.04,33.93,30.0,63.2,44.9,9.57,71.44
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,LA,Operating Income,Emerging Markets,NA VENTURES,NA Ventures,NO_CATEGORY,No Category,EXA,Exp to Asia,Cote d'Or,Chocolate Other,Chocolate,EUBIBI55A,Pacific Crackers,DACHBU2,28.53,26.98,46.89,19.28,50.17,29.26,11.82
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,HQ,Operating Income,Emerging Markets,NWEBU2,NWE,CHOCOLATE,Chocolate,TA,Tate's,Milka,Chocolate Other,Chocolate,EUBIBI13F,Jacob's Crackers,SUB SAHARAN AFRICA,22.15,32.32,44.69,7.74,7.71,18.11,55.78
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,HQ,Volume (MM) Kgs,Emerging Markets,UKIEBU2,UKI,BISC&BKDSN,Bisc & Bkd Sn,MX,Mexico,Barny,Cakes,Cakes and Pastries,BSP_06_115_070,Oreo Biscuits,ENJOY LIFE,3.23,20.06,37.54,20.14,4.81,15.74,11.23
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,EU,Gross Profit (MM) Kgs,Developed Markets,WACAMMKTS2,WACAM,CHOCOLATE,Chocolate,CH,Switzerland,Miscellaneous Candy,Candy Other,Candy,BSP_06_945_050,Milka Bars,ME N AFRICA PAKISTAN,53.46,62.48,10.73,71.92,35.94,77.85,75.55
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Operating Income,Emerging Markets,TOTAL UNITED STATES,United States,BISC&BKDSN,Bisc & Bkd Sn,IE,Ireland,Easy Cheese,Savory Biscuit,Biscuits,EUBIBI6DA,LU Fanipala,TATE'S,29.96,15.44,36.68,42.95,31.6,50.04,43.83
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,HQ,Gross Profit (MM) Kgs,Developed Markets,MXT2,Mexico,BEVERAGES,Beverages,EAF,Eastern Africa,Miscellaneous Biscuit,Biscuit Other,Biscuits,EUBIBI7HC,OVH OTHER BISCUITS,WTRDTT2,50.27,63.15,61.82,53.84,17.38,12.84,36.76
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,LA,Gross Profit (MM) Kgs,Emerging Markets,GCNTOT2,Total China,MEALS,Meals,ID,Indonesia,Miscellaneous Ref. Bev.,Ref Bev Other,Beverages,EUBIBI6CA,Cote d'Or Chocobakery,SCE2,52.32,27.83,9.86,17.3,51.86,60.9,35.76
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,LA,Gross Profit (MM) Kgs,Emerging Markets,SCO2,S Cone,BEVERAGES,Beverages,BO,Bolivia,Nilla,Sweet Biscuit,Biscuits,EUBIBI15E,Milka Bars,LA ALL OTHER & HQ,42.92,44.16,45.3,66.51,41.39,47.62,16.39
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,HQ,Volume (MM) Kgs,Developed Markets,UKIEBU2,UKI,CANDY,Candy,NZ,New Zealand,Barny,Cakes,Cakes and Pastries,EUBIBI6LF,Freia Chocobakery,NWACAM2,35.17,35.61,28.62,33.36,14.27,9.6,22.89
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,AMEA,Volume (MM) Kgs,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,PL,Poland,JoyFills,Sweet Biscuit,Biscuits,EUBIBI55P,Oreo Wafer,WTRDTT2,11.39,18.27,11.12,5.34,11.61,22.65,9.79
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,LA,Volume (MM) Kgs,Emerging Markets,WACAMMKTS2,WACAM,BEVERAGES,Beverages,IE,Ireland,Enjoy Life,Biscuit Other,Biscuits,EUBIBI56K,Fontaneda Other Biscuits,UNITED STATES,3.0,10.44,9.39,34.11,32.78,15.05,10.01
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Operating Income,Emerging Markets,NA VENTURES,NA Ventures,BISC&BKDSN,Bisc & Bkd Sn,EAF,Eastern Africa,Cadbury Purple,Chocolate Other,Chocolate,EUBIBI56L,DIGESTIVE - BISCUITS,WTRDTT2,33.98,54.08,26.61,50.37,56.7,19.12,19.36
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,EU,Volume (MM) Kgs,Emerging Markets,MXT2,Mexico,BISC&BKDSN,Bisc & Bkd Sn,AHQ,AMEA HQ,U'Guan,Sweet Biscuit,Biscuits,EUBIBI6JB,LU Jaffa Cake,MDLZ HQ,27.63,7.41,14.48,32.31,26.44,11.52,5.23
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Gross Profit (MM) Kgs,Emerging Markets,SCO2,S Cone,CANDY,Candy,ID,Indonesia,Korona,Cakes,Cakes and Pastries,EUBIBI6DA,LU Fanipala,SOUTHERN CONE,51.78,17.92,52.65,34.01,56.19,9.26,45.17
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,AMEA,Net Revenue,Emerging Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,MEALS,Meals,PH,Philippines,Pacific,Savory Biscuit,Biscuits,EUBIBI15C,Enjoy Life Cookies,ENJOY LIFE,290.47,59.3,253.7,38.94,172.57,252.45,277.4
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,EU,Volume (MM) Kgs,Emerging Markets,CANADA,Canada,CHOCOLATE,Chocolate,UY,Uruguay,Korona,Cakes,Cakes and Pastries,BSP_06_115_230,Snackwell Biscuits Other,AMEA ALL OTHER & HQ,7.02,6.14,3.59,37.7,33.94,10.37,33.99
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,HQ,Volume (MM) Kgs,Developed Markets,TOTAL UNITED STATES,United States,BEVERAGES,Beverages,LAO,LA All Other,Jacobs,Savory Biscuit,Biscuits,EUBIBI7QD,Joyfills Biscuits Other,ANZ & JAPAN,43.33,36.95,31.32,35.35,3.1,14.26,2.73
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Operating Income,Developed Markets,NA VENTURES,NA Ventures,PLANNING ADJ,Planning Adj,FI,Finland,TUC,Savory Biscuit,Biscuits,EUBIBI6KB,Snackwell Biscuits Other,LA ALL OTHER & HQ,48.06,61.79,29.27,56.29,67.17,12.81,36.12
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,EU,Operating Income,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,PLANNING ADJ,Planning Adj,TR,Turkiye,Nilla,Sweet Biscuit,Biscuits,EUBIBI56H,Belvita Tartine,EU ALL OTHER & HQ,16.18,30.4,26.34,5.15,34.91,41.79,19.43
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,AMEA,Gross Profit (MM) Kgs,Developed Markets,CEEBU2,CEE,CHOCOLATE,Chocolate,ALL,All Other,Miscellaneous Meals,Meals Other,Meals,EUBIBI13G,Gyori Edes Biscuits,CANADA,13.91,51.25,39.96,37.51,48.99,9.98,51.67
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Volume (MM) Kgs,Developed Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,WTR,World Travel Retail,Cadbury Purple,Chocolate Other,Chocolate,EUBIBI9ZZ,Cadbury Soft Cakes,SOUTH EAST ASIA,4.22,34.63,4.23,11.54,15.98,35.83,27.99
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Volume (MM) Kgs,Emerging Markets,MDLZ HQ,MDLZ HQ,BISC&BKDSN,Bisc & Bkd Sn,EAF,Eastern Africa,Korona,Cakes,Cakes and Pastries,EUBIBI13I,Nilla Biscuits Other,BENL2,17.56,15.38,19.67,24.29,7.9,23.6,11.28
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,LA,Gross Profit (MM) Kgs,Developed Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,PR,Puerto Rico,TUC,Savory Biscuit,Biscuits,EUBIBI13J,Barny - Goldilocks,EST2,49.1,30.06,52.91,11.13,20.39,9.09,43.26
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,EU,Operating Income,Developed Markets,SCO2,S Cone,PLANNING ADJ,Planning Adj,JP,Japan,TUC,Savory Biscuit,Biscuits,BSP_06_PLN_ADJ,Planning adjustment,ME N AFRICA PAKISTAN,52.74,23.1,58.33,42.21,37.5,63.66,33.01
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,HQ,Net Revenue,Emerging Markets,SSA2,SSA,BISC&BKDSN,Bisc & Bkd Sn,NO,Norway,Edes,Sweet Biscuit,Biscuits,BSP_06_PLN_ADJ,Planning adjustment,LA ALL OTHER & HQ,277.1,455.82,119.67,390.52,361.0,403.76,424.35
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,HQ,Volume (MM) Kgs,Developed Markets,WACAMMKTS2,WACAM,CHOCOLATE,Chocolate,LAO,LA All Other,Miscellaneous Ref. Bev.,Ref Bev Other,Beverages,EUBIBI7IA,Cadbury Soft Adults,ITTOT2,46.16,44.28,41.3,8.69,16.95,2.89,8.09
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,HQ,Gross Profit (MM) Kgs,Developed Markets,CANADA,Canada,CANDY,Candy,UK,United Kingdom,belVita,Sweet Biscuit,Biscuits,EUBIBI56V,Milka Brownie,UKIE2,71.41,77.96,52.76,42.55,18.37,34.24,30.73
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,EU,Net Revenue,Developed Markets,UKIEBU2,UKI,PLANNING ADJ,Planning Adj,EL,Enjoy Life,Milka,Chocolate Other,Chocolate,EUBIBI13J,Barny - Goldilocks,EUEXPTT2,185.77,218.08,75.06,260.31,87.45,254.77,182.91
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Operating Income,Emerging Markets,NWEBU2,NWE,MEALS,Meals,GH,Ghana,Edes,Sweet Biscuit,Biscuits,BSP_06_115_130,Freia Chocobakery,ITTOT2,33.82,53.6,4.97,53.68,12.75,36.86,18.0
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,HQ,Net Revenue,Developed Markets,CANADA,Canada,CANDY,Candy,EL,Enjoy Life,Co - Man Flour,Biscuit Other,Biscuits,EUBIBI6PB,Liga VITALU - BREAD SUB,ITTOT2,180.84,318.41,299.56,291.9,137.8,245.21,380.54
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Volume (MM) Kgs,Developed Markets,TOTAL UNITED STATES,United States,BISC&BKDSN,Bisc & Bkd Sn,FR,France,Enjoy Life,Biscuit Other,Biscuits,EUBIBI6PB,Liga VITALU - BREAD SUB,AMEA ALL OTHER & HQ,7.29,9.28,10.88,9.49,19.97,22.38,25.52
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,LA,Gross Profit (MM) Kgs,Emerging Markets,SEA2,SEA,NO_CATEGORY,No Category,BG,Bulgaria,Enjoy Life,Biscuit Other,Biscuits,BSP_06_115_090,Oreo Biscuits,UNITED STATES,34.8,53.29,66.43,17.68,21.26,18.28,25.89
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,EU,Gross Profit (MM) Kgs,Emerging Markets,SEA2,SEA,MEALS,Meals,BG,Bulgaria,Prince,Sweet Biscuit,Biscuits,EUBIBI55J,BALANCE NUTRITIONAL BARS,TOTAL CHINA,24.36,25.64,22.08,9.71,51.41,19.65,70.84
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Volume (MM) Kgs,Developed Markets,GCNTOT2,Total China,BISC&BKDSN,Bisc & Bkd Sn,VN,Vietnam,Korona,Cakes,Cakes and Pastries,EUBIBI56M,Chips Ahoy! Biscuits,UNITED STATES,8.49,16.68,19.9,37.53,23.92,26.58,34.84
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,EU,Operating Income,Emerging Markets,CEEBU2,CEE,CHOCOLATE,Chocolate,ZA,South Africa,Korona,Cakes,Cakes and Pastries,EUBIBI13F,Jacob's Crackers,EUEXPTT2,56.82,48.42,15.92,32.13,12.64,8.71,34.88
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Net Revenue,Developed Markets,MXT2,Mexico,MEALS,Meals,WTR,World Travel Retail,No Product,No Product,No Category,EUBIBI9ZZ,Cadbury Soft Cakes,AMEA ALL OTHER & HQ,248.01,365.73,72.15,259.1,237.09,98.63,366.91
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,HQ,Net Revenue,Emerging Markets,GCNTOT2,Total China,BISC&BKDSN,Bisc & Bkd Sn,BO,Bolivia,Easy Cheese,Savory Biscuit,Biscuits,EUBIBI55J,BALANCE NUTRITIONAL BARS,CANADA,349.87,196.65,130.52,416.34,498.29,352.73,358.08
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,AMEA,Net Revenue,Developed Markets,NWEBU2,NWE,CANDY,Candy,SG,Singapore,Planning adjustment,Planning Adjustment,Planning Adj,EUBIBI5RA,TUC Crackers/Sav,BRAZIL,181.5,74.19,255.01,32.15,152.43,131.11,251.94
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Operating Income,Developed Markets,CANADA,Canada,CHOCOLATE,Chocolate,LAO,LA All Other,Captains Table,Savory Biscuit,Biscuits,EUBIBI14Y,McVities Digestive Crackers,ENJOY LIFE,28.78,43.62,45.58,41.75,17.97,26.6,44.51
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,AMEA,Volume (MM) Kgs,Developed Markets,MDLZ HQ,MDLZ HQ,MEALS,Meals,TR,Turkiye,Miscellaneous Biscuit,Biscuit Other,Biscuits,BSP_06_115_160,Cadbury Soft Adults,EU ALL OTHER & HQ,26.26,23.56,12.79,14.75,3.76,1.32,14.31
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,HQ,Operating Income,Emerging Markets,ANZJT2,ANZ&J,MEALS,Meals,MX,Mexico,Nilla,Sweet Biscuit,Biscuits,EUBIBIA43,Planning adjustment,UNITED STATES,20.28,40.49,41.76,30.54,25.72,70.51,46.75
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,LA,Net Revenue,Developed Markets,BRT2,Brazil,CANDY,Candy,HN,Honduras,Captains Table,Savory Biscuit,Biscuits,EUBIBI9ZZ,Cadbury Soft Cakes,DACHBU2,73.44,119.67,189.02,251.65,307.51,82.47,48.78
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,HQ,Net Revenue,Developed Markets,DACHBU2,DACH,MEALS,Meals,GH,Ghana,U'Guan,Sweet Biscuit,Biscuits,BSP_06_740_090,Cote d'Or Chocobakery,SOUTH EAST ASIA,248.94,324.23,187.95,405.96,315.72,314.89,88.32
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,EU,Net Revenue,Developed Markets,BRT2,Brazil,MEALS,Meals,PT,Portugal,Ritz,Savory Biscuit,Biscuits,EUBIBI55I,BACK-TO-NATURE - NATURAL/ORGANIC BISCUITS,ME N AFRICA PAKISTAN,356.29,46.88,256.12,357.16,202.26,79.41,352.01
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,HQ,Gross Profit (MM) Kgs,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,MEALS,Meals,EG,Egypt,Nilla,Sweet Biscuit,Biscuits,EUBIBI55O,Kinh Do Wafer,NORDIC2,34.41,67.73,10.5,61.65,87.11,75.02,84.95
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Gross Profit (MM) Kgs,Developed Markets,MENAP2,MENAP,BISC&BKDSN,Bisc & Bkd Sn,SK,Slovakia,Miscellaneous Ref. Bev.,Ref Bev Other,Beverages,EUBIBI6LF,Freia Chocobakery,SOUTH EAST ASIA,43.36,25.97,14.89,65.52,77.46,79.58,36.43
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Operating Income,Emerging Markets,EU ALL OTHER & HQ,EU All Other & HQ,CANDY,Candy,WTR,World Travel Retail,Easy Cheese,Savory Biscuit,Biscuits,EUBIBI6DA,LU Fanipala,LA ALL OTHER & HQ,16.5,26.55,36.78,24.86,5.26,46.02,6.18
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,EU,Gross Profit (MM) Kgs,Emerging Markets,NA VENTURES,NA Ventures,CHOCOLATE,Chocolate,PT,Portugal,Easy Cheese,Savory Biscuit,Biscuits,BSP_06_740_090,Cote d'Or Chocobakery,SWACAM2,53.61,67.24,40.16,43.56,51.58,78.23,39.74
